accession,read_filtering,virus_id,n_reads,covered_bases
CRR710963,mapping quality filtered,OM451123.1,0,0
CRR710963,mapping quality filtered,MT114540.1,0,0
CRR710963,mapping quality filtered,MT114541.1,0,0
CRR710963,all mapped reads,OM451122.1,0,0
CRR710963,all mapped reads,OM451123.1,0,0
CRR710963,all mapped reads,MT114540.1,0,0
CRR710963,all mapped reads,MT114541.1,0,0
CRR710964,mapping quality filtered,OM451122.1,0,0
CRR710964,mapping quality filtered,OM451123.1,0,0
CRR710964,mapping quality filtered,MT114540.1,0,0
CRR710964,mapping quality filtered,MT114541.1,0,0
CRR710964,all mapped reads,OM451122.1,0,0
CRR710964,all mapped reads,OM451123.1,0,0
CRR710964,all mapped reads,MT114540.1,0,0
CRR710964,all mapped reads,MT114541.1,0,0
CRR710965,mapping quality filtered,OM451122.1,0,0
CRR710965,mapping quality filtered,OM451123.1,0,0
CRR710965,mapping quality filtered,MT114540.1,0,0
CRR710965,mapping quality filtered,MT114541.1,0,0
CRR710965,all mapped reads,OM451122.1,0,0
CRR710965,all mapped reads,OM451123.1,0,0
CRR710965,all mapped reads,MT114540.1,0,0
CRR710965,all mapped reads,MT114541.1,0,0
CRR710966,mapping quality filtered,OM451122.1,0,0
CRR710966,mapping quality filtered,OM451123.1,0,0
CRR710966,mapping quality filtered,MT114540.1,0,0
CRR710966,mapping quality filtered,MT114541.1,0,0
CRR710966,all mapped reads,OM451122.1,0,0
CRR710966,all mapped reads,OM451123.1,0,0
CRR710966,all mapped reads,MT114540.1,0,0
CRR710966,all mapped reads,MT114541.1,0,0
CRR710967,mapping quality filtered,OM451122.1,0,0
CRR710967,mapping quality filtered,OM451123.1,0,0
CRR710967,mapping quality filtered,MT114540.1,0,0
CRR710967,mapping quality filtered,MT114541.1,0,0
CRR710967,all mapped reads,OM451122.1,0,0
CRR710967,all mapped reads,OM451123.1,0,0
CRR710967,all mapped reads,MT114540.1,0,0
CRR710967,all mapped reads,MT114541.1,0,0
CRR710968,mapping quality filtered,OM451122.1,0,0
CRR710968,mapping quality filtered,OM451123.1,0,0
CRR710968,mapping quality filtered,MT114540.1,0,0
CRR710968,mapping quality filtered,MT114541.1,0,0
CRR710968,all mapped reads,OM451122.1,0,0
CRR710968,all mapped reads,OM451123.1,0,0
CRR710968,all mapped reads,MT114540.1,0,0
CRR710968,all mapped reads,MT114541.1,0,0
CRR710969,mapping quality filtered,OM451122.1,0,0
CRR710969,mapping quality filtered,OM451123.1,0,0
CRR710969,mapping quality filtered,MT114540.1,0,0
CRR710969,mapping quality filtered,MT114541.1,0,0
CRR710969,all mapped reads,OM451122.1,0,0
CRR710969,all mapped reads,OM451123.1,0,0
CRR710969,all mapped reads,MT114540.1,0,0
CRR710969,all mapped reads,MT114541.1,0,0
CRR710970,mapping quality filtered,OM451122.1,0,0
CRR710970,mapping quality filtered,OM451123.1,0,0
CRR710970,mapping quality filtered,MT114540.1,0,0
CRR710970,mapping quality filtered,MT114541.1,0,0
CRR710970,all mapped reads,OM451122.1,0,0
CRR710970,all mapped reads,OM451123.1,0,0
CRR710970,all mapped reads,MT114540.1,0,0
CRR710970,all mapped reads,MT114541.1,0,0
CRR710971,mapping quality filtered,OM451122.1,0,0
CRR710971,mapping quality filtered,OM451123.1,0,0
CRR710971,mapping quality filtered,MT114540.1,0,0
CRR710971,mapping quality filtered,MT114541.1,0,0
CRR710971,all mapped reads,OM451122.1,0,0
CRR710971,all mapped reads,OM451123.1,0,0
CRR710971,all mapped reads,MT114540.1,0,0
CRR710971,all mapped reads,MT114541.1,0,0
CRR710972,mapping quality filtered,OM451122.1,0,0
CRR710972,mapping quality filtered,OM451123.1,0,0
CRR710972,mapping quality filtered,MT114540.1,0,0
CRR710972,mapping quality filtered,MT114541.1,0,0
CRR710972,all mapped reads,OM451122.1,0,0
CRR710972,all mapped reads,OM451123.1,0,0
CRR710972,all mapped reads,MT114540.1,0,0
CRR710972,all mapped reads,MT114541.1,0,0
CRR710973,mapping quality filtered,OM451122.1,0,0
CRR710973,mapping quality filtered,OM451123.1,0,0
CRR710973,mapping quality filtered,MT114540.1,0,0
CRR710973,mapping quality filtered,MT114541.1,0,0
CRR710973,all mapped reads,OM451122.1,0,0
CRR710973,all mapped reads,OM451123.1,0,0
CRR710973,all mapped reads,MT114540.1,0,0
CRR710973,all mapped reads,MT114541.1,0,0
CRR710974,mapping quality filtered,OM451122.1,0,0
CRR710974,mapping quality filtered,OM451123.1,0,0
CRR710974,mapping quality filtered,MT114540.1,0,0
CRR710974,mapping quality filtered,MT114541.1,0,0
CRR710974,all mapped reads,OM451122.1,0,0
CRR710974,all mapped reads,OM451123.1,0,0
CRR710974,all mapped reads,MT114540.1,0,0
CRR710974,all mapped reads,MT114541.1,0,0
CRR710975,mapping quality filtered,OM451122.1,0,0
CRR710975,mapping quality filtered,OM451123.1,0,0
CRR710975,mapping quality filtered,MT114540.1,0,0
CRR710975,mapping quality filtered,MT114541.1,0,0
CRR710975,all mapped reads,OM451122.1,0,0
CRR710975,all mapped reads,OM451123.1,0,0
CRR710975,all mapped reads,MT114540.1,0,0
CRR710975,all mapped reads,MT114541.1,0,0
CRR710976,mapping quality filtered,OM451122.1,0,0
CRR710976,mapping quality filtered,OM451123.1,0,0
CRR710976,mapping quality filtered,MT114540.1,0,0
CRR710976,mapping quality filtered,MT114541.1,0,0
CRR710976,all mapped reads,OM451122.1,0,0
CRR710976,all mapped reads,OM451123.1,0,0
CRR710976,all mapped reads,MT114540.1,0,0
CRR710976,all mapped reads,MT114541.1,0,0
CRR710977,mapping quality filtered,OM451122.1,0,0
CRR710977,mapping quality filtered,OM451123.1,0,0
CRR710977,mapping quality filtered,MT114540.1,0,0
CRR710977,mapping quality filtered,MT114541.1,0,0
CRR710977,all mapped reads,OM451122.1,0,0
CRR710977,all mapped reads,OM451123.1,0,0
CRR710977,all mapped reads,MT114540.1,0,0
CRR710977,all mapped reads,MT114541.1,0,0
CRR710978,mapping quality filtered,OM451122.1,0,0
CRR710978,mapping quality filtered,OM451123.1,0,0
CRR710978,mapping quality filtered,MT114540.1,0,0
CRR710978,mapping quality filtered,MT114541.1,0,0
CRR710978,all mapped reads,OM451122.1,1,43
CRR710978,all mapped reads,OM451123.1,0,86
CRR710978,all mapped reads,MT114540.1,5,172
CRR710978,all mapped reads,MT114541.1,0,215
CRR710979,mapping quality filtered,OM451122.1,0,0
CRR710979,mapping quality filtered,OM451123.1,0,0
CRR710979,mapping quality filtered,MT114540.1,0,0
CRR710979,mapping quality filtered,MT114541.1,0,0
CRR710979,all mapped reads,OM451122.1,0,0
CRR710979,all mapped reads,OM451123.1,0,0
CRR710979,all mapped reads,MT114540.1,0,0
CRR710979,all mapped reads,MT114541.1,0,0
CRR710980,mapping quality filtered,OM451122.1,2,86
CRR710980,mapping quality filtered,OM451123.1,1,43
CRR710980,mapping quality filtered,MT114540.1,9,301
CRR710980,mapping quality filtered,MT114541.1,7,301
CRR710980,all mapped reads,OM451122.1,14,1801
CRR710980,all mapped reads,OM451123.1,12,1995
CRR710980,all mapped reads,MT114540.1,30,2651
CRR710980,all mapped reads,MT114541.1,35,2667
CRR710981,mapping quality filtered,OM451122.1,0,0
CRR710981,mapping quality filtered,OM451123.1,0,0
CRR710981,mapping quality filtered,MT114540.1,0,0
CRR710981,mapping quality filtered,MT114541.1,0,0
CRR710981,all mapped reads,OM451122.1,0,0
CRR710981,all mapped reads,OM451123.1,1,43
CRR710981,all mapped reads,MT114540.1,0,43
CRR710981,all mapped reads,MT114541.1,0,43
CRR710982,mapping quality filtered,OM451122.1,0,0
CRR710982,mapping quality filtered,OM451123.1,1,43
CRR710982,mapping quality filtered,MT114540.1,0,0
CRR710982,mapping quality filtered,MT114541.1,5,215
CRR710982,all mapped reads,OM451122.1,2,602
CRR710982,all mapped reads,OM451123.1,11,817
CRR710982,all mapped reads,MT114540.1,11,989
CRR710982,all mapped reads,MT114541.1,19,1376
CRR710983,mapping quality filtered,OM451122.1,0,0
CRR710983,mapping quality filtered,OM451123.1,0,0
CRR710983,mapping quality filtered,MT114540.1,0,0
CRR710983,mapping quality filtered,MT114541.1,0,0
CRR710983,all mapped reads,OM451122.1,0,0
CRR710983,all mapped reads,OM451123.1,0,0
CRR710983,all mapped reads,MT114540.1,0,0
CRR710983,all mapped reads,MT114541.1,0,0
CRR710984,mapping quality filtered,OM451122.1,0,0
CRR710984,mapping quality filtered,OM451123.1,0,0
CRR710984,mapping quality filtered,MT114540.1,0,0
CRR710984,mapping quality filtered,MT114541.1,0,0
CRR710984,all mapped reads,OM451122.1,0,0
CRR710984,all mapped reads,OM451123.1,1,43
CRR710984,all mapped reads,MT114540.1,0,0
CRR710984,all mapped reads,MT114541.1,0,43
CRR710985,mapping quality filtered,OM451122.1,0,0
CRR710985,mapping quality filtered,OM451123.1,0,0
CRR710985,mapping quality filtered,MT114540.1,0,0
CRR710985,mapping quality filtered,MT114541.1,0,0
CRR710985,all mapped reads,OM451122.1,0,0
CRR710985,all mapped reads,OM451123.1,0,0
CRR710985,all mapped reads,MT114540.1,0,0
CRR710985,all mapped reads,MT114541.1,0,0
CRR710986,mapping quality filtered,OM451122.1,0,0
CRR710986,mapping quality filtered,OM451123.1,0,0
CRR710986,mapping quality filtered,MT114540.1,0,0
CRR710986,mapping quality filtered,MT114541.1,0,0
CRR710986,all mapped reads,OM451122.1,0,0
CRR710986,all mapped reads,OM451123.1,0,0
CRR710986,all mapped reads,MT114540.1,0,0
CRR710986,all mapped reads,MT114541.1,0,0
CRR710987,mapping quality filtered,OM451122.1,0,0
CRR710987,mapping quality filtered,OM451123.1,0,0
CRR710987,mapping quality filtered,MT114540.1,0,0
CRR710987,mapping quality filtered,MT114541.1,0,0
CRR710987,all mapped reads,OM451122.1,0,0
CRR710987,all mapped reads,OM451123.1,0,0
CRR710987,all mapped reads,MT114540.1,0,0
CRR710987,all mapped reads,MT114541.1,0,0
CRR710988,mapping quality filtered,OM451122.1,0,0
CRR710988,mapping quality filtered,OM451123.1,0,0
CRR710988,mapping quality filtered,MT114540.1,0,0
CRR710988,mapping quality filtered,MT114541.1,0,0
CRR710988,all mapped reads,OM451122.1,0,0
CRR710988,all mapped reads,OM451123.1,0,0
CRR710988,all mapped reads,MT114540.1,0,0
CRR710988,all mapped reads,MT114541.1,0,0
CRR710989,mapping quality filtered,OM451122.1,0,0
CRR710989,mapping quality filtered,OM451123.1,0,0
CRR710989,mapping quality filtered,MT114540.1,0,0
CRR710989,mapping quality filtered,MT114541.1,0,0
CRR710989,all mapped reads,OM451122.1,0,0
CRR710989,all mapped reads,OM451123.1,0,0
CRR710989,all mapped reads,MT114540.1,0,0
CRR710989,all mapped reads,MT114541.1,0,0
CRR710990,mapping quality filtered,OM451122.1,0,0
CRR710990,mapping quality filtered,OM451123.1,0,0
CRR710990,mapping quality filtered,MT114540.1,0,0
CRR710990,mapping quality filtered,MT114541.1,0,0
CRR710990,all mapped reads,OM451122.1,0,0
CRR710990,all mapped reads,OM451123.1,0,0
CRR710990,all mapped reads,MT114540.1,0,0
CRR710990,all mapped reads,MT114541.1,0,0
CRR710991,mapping quality filtered,OM451122.1,0,0
CRR710991,mapping quality filtered,OM451123.1,0,0
CRR710991,mapping quality filtered,MT114540.1,0,0
CRR710991,mapping quality filtered,MT114541.1,0,0
CRR710991,all mapped reads,OM451122.1,0,0
CRR710991,all mapped reads,OM451123.1,0,0
CRR710991,all mapped reads,MT114540.1,0,0
CRR710991,all mapped reads,MT114541.1,0,0
CRR710992,mapping quality filtered,OM451122.1,0,0
CRR710992,mapping quality filtered,OM451123.1,0,0
CRR710992,mapping quality filtered,MT114540.1,0,0
CRR710992,mapping quality filtered,MT114541.1,0,0
CRR710992,all mapped reads,OM451122.1,0,0
CRR710992,all mapped reads,OM451123.1,0,0
CRR710992,all mapped reads,MT114540.1,0,0
CRR710992,all mapped reads,MT114541.1,0,0
CRR710993,mapping quality filtered,OM451122.1,0,0
CRR710993,mapping quality filtered,OM451123.1,0,0
CRR710993,mapping quality filtered,MT114540.1,0,0
CRR710993,mapping quality filtered,MT114541.1,0,0
CRR710993,all mapped reads,OM451122.1,0,0
CRR710993,all mapped reads,OM451123.1,0,0
CRR710993,all mapped reads,MT114540.1,0,0
CRR710993,all mapped reads,MT114541.1,0,0
CRR710994,mapping quality filtered,OM451122.1,0,0
CRR710994,mapping quality filtered,OM451123.1,0,0
CRR710994,mapping quality filtered,MT114540.1,0,0
CRR710994,mapping quality filtered,MT114541.1,0,0
CRR710994,all mapped reads,OM451122.1,0,0
CRR710994,all mapped reads,OM451123.1,0,0
CRR710994,all mapped reads,MT114540.1,0,0
CRR710994,all mapped reads,MT114541.1,0,0
CRR710995,mapping quality filtered,OM451122.1,1,43
CRR710995,mapping quality filtered,OM451123.1,0,0
CRR710995,mapping quality filtered,MT114540.1,2,86
CRR710995,mapping quality filtered,MT114541.1,1,43
CRR710995,all mapped reads,OM451122.1,1,215
CRR710995,all mapped reads,OM451123.1,3,430
CRR710995,all mapped reads,MT114540.1,9,473
CRR710995,all mapped reads,MT114541.1,5,602
CRR710996,mapping quality filtered,OM451122.1,1,43
CRR710996,mapping quality filtered,OM451123.1,0,0
CRR710996,mapping quality filtered,MT114540.1,0,0
CRR710996,mapping quality filtered,MT114541.1,1,43
CRR710996,all mapped reads,OM451122.1,1,129
CRR710996,all mapped reads,OM451123.1,2,129
CRR710996,all mapped reads,MT114540.1,0,129
CRR710996,all mapped reads,MT114541.1,1,172
CRR710997,mapping quality filtered,OM451122.1,0,0
CRR710997,mapping quality filtered,OM451123.1,0,0
CRR710997,mapping quality filtered,MT114540.1,0,0
CRR710997,mapping quality filtered,MT114541.1,1,43
CRR710997,all mapped reads,OM451122.1,0,0
CRR710997,all mapped reads,OM451123.1,0,43
CRR710997,all mapped reads,MT114540.1,0,0
CRR710997,all mapped reads,MT114541.1,1,43
CRR710998,mapping quality filtered,OM451122.1,0,0
CRR710998,mapping quality filtered,OM451123.1,0,0
CRR710998,mapping quality filtered,MT114540.1,0,0
CRR710998,mapping quality filtered,MT114541.1,0,0
CRR710998,all mapped reads,OM451122.1,0,0
CRR710998,all mapped reads,OM451123.1,0,0
CRR710998,all mapped reads,MT114540.1,0,0
CRR710998,all mapped reads,MT114541.1,0,0
CRR710999,mapping quality filtered,OM451122.1,0,0
CRR710999,mapping quality filtered,OM451123.1,0,0
CRR710999,mapping quality filtered,MT114540.1,0,0
CRR710999,mapping quality filtered,MT114541.1,0,0
CRR710999,all mapped reads,OM451122.1,0,43
CRR710999,all mapped reads,OM451123.1,1,43
CRR710999,all mapped reads,MT114540.1,0,43
CRR710999,all mapped reads,MT114541.1,0,43
CRR711000,mapping quality filtered,OM451122.1,0,0
CRR711000,mapping quality filtered,OM451123.1,0,0
CRR711000,mapping quality filtered,MT114540.1,0,0
CRR711000,mapping quality filtered,MT114541.1,0,0
CRR711000,all mapped reads,OM451122.1,0,0
CRR711000,all mapped reads,OM451123.1,0,0
CRR711000,all mapped reads,MT114540.1,0,0
CRR711000,all mapped reads,MT114541.1,0,0
CRR711001,mapping quality filtered,OM451122.1,0,0
CRR711001,mapping quality filtered,OM451123.1,0,0
CRR711001,mapping quality filtered,MT114540.1,0,0
CRR711001,mapping quality filtered,MT114541.1,0,0
CRR711001,all mapped reads,OM451122.1,0,0
CRR711001,all mapped reads,OM451123.1,0,0
CRR711001,all mapped reads,MT114540.1,0,0
CRR711001,all mapped reads,MT114541.1,0,0
CRR711002,mapping quality filtered,OM451122.1,0,0
CRR711002,mapping quality filtered,OM451123.1,0,0
CRR711002,mapping quality filtered,MT114540.1,0,0
CRR711002,mapping quality filtered,MT114541.1,0,0
CRR711002,all mapped reads,OM451122.1,0,0
CRR711002,all mapped reads,OM451123.1,0,0
CRR711002,all mapped reads,MT114540.1,0,0
CRR711002,all mapped reads,MT114541.1,0,0
CRR711003,mapping quality filtered,OM451122.1,0,0
CRR711003,mapping quality filtered,OM451123.1,0,0
CRR711003,mapping quality filtered,MT114540.1,0,0
CRR711003,mapping quality filtered,MT114541.1,0,0
CRR711003,all mapped reads,OM451122.1,0,0
CRR711003,all mapped reads,OM451123.1,0,0
CRR711003,all mapped reads,MT114540.1,0,0
CRR711003,all mapped reads,MT114541.1,0,0
CRR711004,mapping quality filtered,OM451122.1,0,0
CRR711004,mapping quality filtered,OM451123.1,0,0
CRR711004,mapping quality filtered,MT114540.1,0,0
CRR711004,mapping quality filtered,MT114541.1,0,0
CRR711004,all mapped reads,OM451122.1,0,0
CRR711004,all mapped reads,OM451123.1,0,0
CRR711004,all mapped reads,MT114540.1,0,0
CRR711004,all mapped reads,MT114541.1,0,0
CRR711005,mapping quality filtered,OM451122.1,0,0
CRR711005,mapping quality filtered,OM451123.1,0,0
CRR711005,mapping quality filtered,MT114540.1,0,0
CRR711005,mapping quality filtered,MT114541.1,0,0
CRR711005,all mapped reads,OM451122.1,0,0
CRR711005,all mapped reads,OM451123.1,0,0
CRR711005,all mapped reads,MT114540.1,0,0
CRR711005,all mapped reads,MT114541.1,0,0
CRR711006,mapping quality filtered,OM451122.1,0,0
CRR711006,mapping quality filtered,OM451123.1,0,0
CRR711006,mapping quality filtered,MT114540.1,0,0
CRR711006,mapping quality filtered,MT114541.1,0,0
CRR711006,all mapped reads,OM451122.1,0,0
CRR711006,all mapped reads,OM451123.1,0,0
CRR711006,all mapped reads,MT114540.1,0,0
CRR711006,all mapped reads,MT114541.1,0,0
CRR711007,mapping quality filtered,OM451122.1,0,0
CRR711007,mapping quality filtered,OM451123.1,0,0
CRR711007,mapping quality filtered,MT114540.1,0,0
CRR711007,mapping quality filtered,MT114541.1,0,0
CRR711007,all mapped reads,OM451122.1,0,0
CRR711007,all mapped reads,OM451123.1,0,0
CRR711007,all mapped reads,MT114540.1,0,0
CRR711007,all mapped reads,MT114541.1,0,0
CRR711008,mapping quality filtered,OM451122.1,0,0
CRR711008,mapping quality filtered,OM451123.1,0,0
CRR711008,mapping quality filtered,MT114540.1,0,0
CRR711008,mapping quality filtered,MT114541.1,0,0
CRR711008,all mapped reads,OM451122.1,0,0
CRR711008,all mapped reads,OM451123.1,0,0
CRR711008,all mapped reads,MT114540.1,0,0
CRR711008,all mapped reads,MT114541.1,0,0
CRR711009,mapping quality filtered,OM451122.1,0,0
CRR711009,mapping quality filtered,OM451123.1,0,0
CRR711009,mapping quality filtered,MT114540.1,0,0
CRR711009,mapping quality filtered,MT114541.1,0,0
CRR711009,all mapped reads,OM451122.1,0,0
CRR711009,all mapped reads,OM451123.1,0,0
CRR711009,all mapped reads,MT114540.1,0,0
CRR711009,all mapped reads,MT114541.1,0,0
CRR711010,mapping quality filtered,OM451122.1,0,0
CRR711010,mapping quality filtered,OM451123.1,0,0
CRR711010,mapping quality filtered,MT114540.1,0,0
CRR711010,mapping quality filtered,MT114541.1,0,0
CRR711010,all mapped reads,OM451122.1,0,0
CRR711010,all mapped reads,OM451123.1,0,0
CRR711010,all mapped reads,MT114540.1,0,0
CRR711010,all mapped reads,MT114541.1,0,0
CRR711011,mapping quality filtered,OM451122.1,0,0
CRR711011,mapping quality filtered,OM451123.1,0,0
CRR711011,mapping quality filtered,MT114540.1,0,0
CRR711011,mapping quality filtered,MT114541.1,0,0
CRR711011,all mapped reads,OM451122.1,0,0
CRR711011,all mapped reads,OM451123.1,0,0
CRR711011,all mapped reads,MT114540.1,0,0
CRR711011,all mapped reads,MT114541.1,0,0
CRR711012,mapping quality filtered,OM451122.1,0,0
CRR711012,mapping quality filtered,OM451123.1,0,0
CRR711012,mapping quality filtered,MT114540.1,0,0
CRR711012,mapping quality filtered,MT114541.1,0,0
CRR711012,all mapped reads,OM451122.1,0,0
CRR711012,all mapped reads,OM451123.1,0,0
CRR711012,all mapped reads,MT114540.1,0,0
CRR711012,all mapped reads,MT114541.1,0,0
CRR711013,mapping quality filtered,OM451122.1,0,0
CRR711013,mapping quality filtered,OM451123.1,0,0
CRR711013,mapping quality filtered,MT114540.1,0,0
CRR711013,mapping quality filtered,MT114541.1,0,0
CRR711013,all mapped reads,OM451122.1,0,0
CRR711013,all mapped reads,OM451123.1,0,0
CRR711013,all mapped reads,MT114540.1,0,0
CRR711013,all mapped reads,MT114541.1,0,0
CRR711014,mapping quality filtered,OM451122.1,0,0
CRR711014,mapping quality filtered,OM451123.1,0,0
CRR711014,mapping quality filtered,MT114540.1,0,0
CRR711014,mapping quality filtered,MT114541.1,0,0
CRR711014,all mapped reads,OM451122.1,0,0
CRR711014,all mapped reads,OM451123.1,0,0
CRR711014,all mapped reads,MT114540.1,0,0
CRR711014,all mapped reads,MT114541.1,0,0
CRR711015,mapping quality filtered,OM451122.1,0,0
CRR711015,mapping quality filtered,OM451123.1,0,0
CRR711015,mapping quality filtered,MT114540.1,0,0
CRR711015,mapping quality filtered,MT114541.1,0,0
CRR711015,all mapped reads,OM451122.1,0,0
CRR711015,all mapped reads,OM451123.1,0,0
CRR711015,all mapped reads,MT114540.1,0,0
CRR711015,all mapped reads,MT114541.1,0,0
CRR711016,mapping quality filtered,OM451122.1,0,0
CRR711016,mapping quality filtered,OM451123.1,0,0
CRR711016,mapping quality filtered,MT114540.1,0,0
CRR711016,mapping quality filtered,MT114541.1,37,122
CRR711016,all mapped reads,OM451122.1,2,377
CRR711016,all mapped reads,OM451123.1,20,374
CRR711016,all mapped reads,MT114540.1,0,591
CRR711016,all mapped reads,MT114541.1,49,497
CRR711017,mapping quality filtered,OM451122.1,0,0
CRR711017,mapping quality filtered,OM451123.1,2,175
CRR711017,mapping quality filtered,MT114540.1,0,0
CRR711017,mapping quality filtered,MT114541.1,28,282
CRR711017,all mapped reads,OM451122.1,0,93
CRR711017,all mapped reads,OM451123.1,4,550
CRR711017,all mapped reads,MT114540.1,4,749
CRR711017,all mapped reads,MT114541.1,31,655
CRR711018,mapping quality filtered,OM451122.1,1,93
CRR711018,mapping quality filtered,OM451123.1,0,0
CRR711018,mapping quality filtered,MT114540.1,0,0
CRR711018,mapping quality filtered,MT114541.1,1,94
CRR711018,all mapped reads,OM451122.1,9,376
CRR711018,all mapped reads,OM451123.1,13,466
CRR711018,all mapped reads,MT114540.1,2,561
CRR711018,all mapped reads,MT114541.1,9,462
CRR711019,mapping quality filtered,OM451122.1,0,0
CRR711019,mapping quality filtered,OM451123.1,0,0
CRR711019,mapping quality filtered,MT114540.1,2,93
CRR711019,mapping quality filtered,MT114541.1,0,0
CRR711019,all mapped reads,OM451122.1,0,372
CRR711019,all mapped reads,OM451123.1,1,466
CRR711019,all mapped reads,MT114540.1,5,466
CRR711019,all mapped reads,MT114541.1,2,279
CRR711020,mapping quality filtered,OM451122.1,0,0
CRR711020,mapping quality filtered,OM451123.1,0,0
CRR711020,mapping quality filtered,MT114540.1,0,0
CRR711020,mapping quality filtered,MT114541.1,11,122
CRR711020,all mapped reads,OM451122.1,0,188
CRR711020,all mapped reads,OM451123.1,18,188
CRR711020,all mapped reads,MT114540.1,0,310
CRR711020,all mapped reads,MT114541.1,15,310
CRR711021,mapping quality filtered,OM451122.1,0,0
CRR711021,mapping quality filtered,OM451123.1,2,183
CRR711021,mapping quality filtered,MT114540.1,0,0
CRR711021,mapping quality filtered,MT114541.1,13,186
CRR711021,all mapped reads,OM451122.1,0,0
CRR711021,all mapped reads,OM451123.1,2,369
CRR711021,all mapped reads,MT114540.1,0,279
CRR711021,all mapped reads,MT114541.1,13,279
CRR711022,mapping quality filtered,OM451122.1,0,0
CRR711022,mapping quality filtered,OM451123.1,0,0
CRR711022,mapping quality filtered,MT114540.1,0,0
CRR711022,mapping quality filtered,MT114541.1,0,0
CRR711022,all mapped reads,OM451122.1,6,376
CRR711022,all mapped reads,OM451123.1,14,467
CRR711022,all mapped reads,MT114540.1,4,466
CRR711022,all mapped reads,MT114541.1,6,367
CRR711023,mapping quality filtered,OM451122.1,0,0
CRR711023,mapping quality filtered,OM451123.1,0,0
CRR711023,mapping quality filtered,MT114540.1,1,93
CRR711023,mapping quality filtered,MT114541.1,0,0
CRR711023,all mapped reads,OM451122.1,0,387
CRR711023,all mapped reads,OM451123.1,3,473
CRR711023,all mapped reads,MT114540.1,4,481
CRR711023,all mapped reads,MT114541.1,0,294
CRR711024,mapping quality filtered,OM451122.1,0,0
CRR711024,mapping quality filtered,OM451123.1,0,0
CRR711024,mapping quality filtered,MT114540.1,0,0
CRR711024,mapping quality filtered,MT114541.1,0,0
CRR711024,all mapped reads,OM451122.1,0,0
CRR711024,all mapped reads,OM451123.1,0,0
CRR711024,all mapped reads,MT114540.1,0,0
CRR711024,all mapped reads,MT114541.1,0,0
CRR711025,mapping quality filtered,OM451122.1,0,0
CRR711025,mapping quality filtered,OM451123.1,0,0
CRR711025,mapping quality filtered,MT114540.1,0,0
CRR711025,mapping quality filtered,MT114541.1,0,0
CRR711025,all mapped reads,OM451122.1,0,0
CRR711025,all mapped reads,OM451123.1,0,0
CRR711025,all mapped reads,MT114540.1,0,0
CRR711025,all mapped reads,MT114541.1,0,0
CRR711026,mapping quality filtered,OM451122.1,0,0
CRR711026,mapping quality filtered,OM451123.1,0,0
CRR711026,mapping quality filtered,MT114540.1,0,0
CRR711026,mapping quality filtered,MT114541.1,0,0
CRR711026,all mapped reads,OM451122.1,0,0
CRR711026,all mapped reads,OM451123.1,0,0
CRR711026,all mapped reads,MT114540.1,0,0
CRR711026,all mapped reads,MT114541.1,0,0
CRR711027,mapping quality filtered,OM451122.1,0,0
CRR711027,mapping quality filtered,OM451123.1,0,0
CRR711027,mapping quality filtered,MT114540.1,0,0
CRR711027,mapping quality filtered,MT114541.1,0,0
CRR711027,all mapped reads,OM451122.1,1,57
CRR711027,all mapped reads,OM451123.1,0,0
CRR711027,all mapped reads,MT114540.1,0,0
CRR711027,all mapped reads,MT114541.1,0,57
CRR712209,mapping quality filtered,OM451122.1,0,0
CRR712209,mapping quality filtered,OM451123.1,0,0
CRR712209,mapping quality filtered,MT114540.1,0,0
CRR712209,mapping quality filtered,MT114541.1,0,0
CRR712209,all mapped reads,OM451122.1,0,0
CRR712209,all mapped reads,OM451123.1,0,0
CRR712209,all mapped reads,MT114540.1,0,0
CRR712209,all mapped reads,MT114541.1,0,0
CRR712210,mapping quality filtered,OM451122.1,0,0
CRR712210,mapping quality filtered,OM451123.1,0,0
CRR712210,mapping quality filtered,MT114540.1,0,0
CRR712210,mapping quality filtered,MT114541.1,0,0
CRR712210,all mapped reads,OM451122.1,0,0
CRR712210,all mapped reads,OM451123.1,0,0
CRR712210,all mapped reads,MT114540.1,0,0
CRR712210,all mapped reads,MT114541.1,0,0
CRR711029,mapping quality filtered,OM451122.1,0,0
CRR711029,mapping quality filtered,OM451123.1,0,0
CRR711029,mapping quality filtered,MT114540.1,0,0
CRR711029,mapping quality filtered,MT114541.1,0,0
CRR711029,all mapped reads,OM451122.1,0,0
CRR711029,all mapped reads,OM451123.1,0,0
CRR711029,all mapped reads,MT114540.1,0,0
CRR711029,all mapped reads,MT114541.1,0,0
CRR711030,mapping quality filtered,OM451122.1,0,0
CRR711030,mapping quality filtered,OM451123.1,0,0
CRR711030,mapping quality filtered,MT114540.1,0,0
CRR711030,mapping quality filtered,MT114541.1,0,0
CRR711030,all mapped reads,OM451122.1,0,0
CRR711030,all mapped reads,OM451123.1,0,0
CRR711030,all mapped reads,MT114540.1,0,0
CRR711030,all mapped reads,MT114541.1,0,0
CRR711031,mapping quality filtered,OM451122.1,0,0
CRR711031,mapping quality filtered,OM451123.1,0,0
CRR711031,mapping quality filtered,MT114540.1,0,0
CRR711031,mapping quality filtered,MT114541.1,0,0
CRR711031,all mapped reads,OM451122.1,0,0
CRR711031,all mapped reads,OM451123.1,0,0
CRR711031,all mapped reads,MT114540.1,0,0
